filename,speaker,syllno,syll,sylldur,prepausal,postpausal,f0meanhz,f0meanst,f0rangehz,f0rangest,f0maxhz,f0maxst,intens,seglabel,segdur,f0meanhz_v,f0meanst_v,f0rangehz_v,f0rangest_v,f0rangest_v_abs,f0maxHz_v,f0maxst_v,intens_v,h1h2,cpps,slope
mono_M-A_left_0072,M,7,pRo:,0.170,0,0,243.889,95.107,70.285,4.831,288.536,98.071,62.846,o:,0.050,243.889,95.107,70.285,4.831,-4.756,288.536,98.071,68.001,-3.236,11.361,-26.247
mono_M-A_left_0072,M,8,bi:6t,0.310,1,0,234.811,94.486,46.848,3.459,258.713,96.183,67.205,i:6,0.172,241.059,94.953,37.724,2.734,-1.849,258.713,96.183,69.117,-6.006,15.830,-21.309
mono_M-A_left_0097,M,1,aIn,0.170,0,1,203.921,92.022,57.562,4.681,242.027,95.030,64.741,aI,0.130,204.520,92.059,57.562,4.681,--undefined--,242.027,95.030,65.419,-0.036,8.757,-15.008
mono_M-A_left_0097,M,2,ma:l,0.139,0,0,195.860,91.333,45.395,4.290,206.829,92.308,62.614,a:,0.095,197.385,91.483,33.452,3.055,-2.278,206.829,92.308,63.205,0.922,15.641,-17.070
mono_M-A_left_0097,M,3,n,0.091,0,0,190.504,90.883,6.385,0.579,194.137,91.211,59.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_M-A_left_0097,M,4,d6,0.076,0,0,187.632,90.619,12.367,1.146,193.084,91.117,62.400,6,0.046,186.946,90.557,7.530,0.707,-0.106,188.246,90.678,63.259,-1.046,13.634,-24.874
mono_M-A_left_0097,M,5,mIt,0.180,0,0,213.836,92.820,67.248,5.442,249.438,95.552,61.092,I,0.050,230.267,94.151,33.402,2.491,2.118,249.438,95.552,63.751,2.407,14.680,-29.377
mono_M-A_left_0097,M,6,l@,0.098,0,0,287.981,98.020,45.787,2.681,319.241,99.823,64.453,@,0.054,284.889,97.835,45.787,2.681,-1.735,319.241,99.823,66.546,-2.198,10.395,-23.931
mono_M-A_left_0097,M,7,R6n,0.126,0,0,281.885,97.657,38.104,2.303,305.189,99.043,65.023,6,0.041,274.400,97.201,10.899,0.687,-0.371,277.985,97.426,66.744,-2.864,17.825,-24.212
mono_M-A_left_0097,M,8,g@,0.090,0,0,267.483,96.757,21.258,1.383,276.859,97.356,64.717,@,0.060,267.068,96.730,15.640,1.028,0.372,271.241,97.001,65.685,0.708,14.987,-27.053
mono_M-A_left_0097,M,9,SIC,0.260,0,0,272.860,97.084,54.715,3.433,304.330,98.995,60.704,I,0.077,278.660,97.459,34.759,2.101,-1.645,304.330,98.995,65.339,2.285,14.947,-30.929
mono_M-A_left_0097,M,10,t@,0.220,1,0,265.217,96.594,56.594,3.618,300.080,98.751,63.663,@,0.139,263.336,96.477,55.363,3.546,--undefined--,298.849,98.678,65.851,4.185,16.401,-24.001
mono_M-A_left_0153,M,1,bIs,0.290,0,1,205.850,92.225,6.668,0.560,209.709,92.547,64.665,I,0.090,205.973,92.235,6.668,0.560,-0.200,209.709,92.547,68.900,-4.585,18.568,-27.715
mono_M-A_left_0153,M,2,tsU6,0.158,0,0,194.665,91.248,27.178,2.404,209.632,92.541,63.030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_M-A_left_0153,M,3,tsv9lf,0.322,0,0,190.770,90.896,24.426,2.175,206.879,92.312,65.967,9,0.098,186.605,90.525,8.501,0.785,--undefined--,191.672,90.990,70.281,-1.540,17.965,-20.613
mono_M-A_left_0153,M,4,Un,0.080,0,0,201.164,91.818,20.207,1.768,208.046,92.409,62.666,U,0.040,195.514,91.323,14.117,1.253,--undefined--,201.956,91.895,62.495,0.285,4.741,-22.028
mono_M-A_left_0153,M,5,t6,0.099,0,0,217.504,93.138,49.780,3.940,244.749,95.225,60.528,6,0.059,221.670,93.478,38.793,2.991,--undefined--,244.749,95.225,62.387,4.747,11.330,-24.651
mono_M-A_left_0153,M,6,RIC,0.141,0,0,215.277,92.995,19.065,1.531,225.448,93.801,61.739,I,0.070,216.529,93.095,16.813,1.343,1.196,225.448,93.801,64.081,-1.852,16.019,-27.368
mono_M-A_left_0153,M,7,tn,0.113,0,0,234.150,94.425,43.877,3.208,259.631,96.247,56.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_M-A_left_0153,M,8,k9n,0.329,0,0,211.688,92.694,49.566,3.846,248.681,95.498,60.677,9,0.082,214.065,92.872,47.065,3.632,-3.363,248.681,95.498,63.670,1.161,18.872,-19.593
mono_M-A_left_0153,M,9,n,0.078,1,0,230.682,94.196,12.822,0.968,235.955,94.589,60.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_M-A_left_0167,M,1,nu:6,0.219,0,1,234.692,94.486,38.946,2.922,250.812,95.646,68.066,u:6,0.145,234.724,94.493,28.796,2.148,--undefined--,246.846,95.370,69.525,-1.037,19.188,-16.172
mono_M-A_left_0167,M,2,aIn,0.185,0,0,221.301,93.378,93.757,8.144,249.840,95.578,66.903,aI,0.145,210.533,92.536,76.496,6.905,--undefined--,232.579,94.339,66.789,-0.777,10.703,-5.841
mono_M-A_left_0167,M,3,tsvaI,0.250,0,0,232.199,94.289,51.715,3.646,272.293,97.068,66.406,aI,0.110,229.846,94.125,47.973,3.399,-1.375,269.130,96.866,69.300,1.222,16.902,-20.200
mono_M-A_left_0167,M,4,SaI,0.230,0,0,219.607,93.321,41.238,3.156,247.895,95.449,64.679,aI,0.140,220.455,93.388,38.929,2.963,--undefined--,247.895,95.449,66.555,0.027,17.860,-14.240
mono_M-A_left_0167,M,5,n@,0.090,0,0,213.441,92.850,16.931,1.382,220.984,93.456,63.385,@,0.050,211.904,92.725,11.549,0.953,-0.796,215.601,93.027,63.896,0.772,13.057,-28.032
mono_M-A_left_0167,M,6,me:6,0.220,0,0,209.250,92.507,17.406,1.435,218.901,93.290,64.906,e:6,0.140,210.196,92.584,17.406,1.435,-0.829,218.901,93.290,66.224,-0.314,17.332,-17.799
mono_M-A_left_0167,M,7,o:,0.040,0,0,200.124,91.736,8.005,0.698,202.601,91.950,65.570,o:,0.040,200.124,91.736,8.005,0.698,-0.543,202.601,91.950,65.570,-0.340,15.825,-19.671
mono_M-A_left_0167,M,8,d6,0.160,0,0,196.057,91.379,18.508,1.664,201.550,91.859,63.753,6,0.130,197.268,91.488,6.756,0.589,0.189,201.550,91.859,64.269,-0.887,15.202,-25.640
mono_M-A_left_0167,M,9,zo:,0.286,1,0,217.525,93.155,55.125,4.253,252.755,95.780,61.151,o:,0.216,214.631,92.928,49.112,3.741,-3.300,252.755,95.780,62.046,1.381,16.950,-21.279
mono_M-A_left_0285,M,1,da:,0.077,0,1,255.414,95.959,6.586,0.445,259.767,96.253,60.735,a:,0.047,257.875,96.125,6.212,0.418,--undefined--,259.767,96.253,60.735,-3.564,7.622,-24.579
mono_M-A_left_0285,M,2,bIn,0.173,0,0,200.246,91.704,64.294,5.259,245.353,95.265,59.167,I,0.027,192.874,91.085,20.828,1.887,--undefined--,201.887,91.892,63.654,-0.910,7.609,-26.831
mono_M-A_left_0285,M,3,C,0.080,0,0,193.376,91.139,8.664,0.770,199.152,91.653,49.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_M-A_left_0285,M,4,aUx,0.170,0,0,234.905,93.413,387.551,20.104,564.204,109.681,57.650,aU,0.120,238.199,93.591,387.551,20.104,--undefined--,564.204,109.681,58.839,8.248,12.710,-19.396
mono_M-A_left_0285,M,5,ma:,0.133,0,0,193.922,91.092,85.049,7.400,243.586,95.235,58.357,a:,0.062,179.250,89.809,41.693,3.912,-0.133,200.230,91.746,60.191,-1.741,12.326,-22.960
mono_M-A_left_0285,M,6,ze:6,0.127,0,0,188.211,90.659,20.309,1.895,195.894,91.367,58.361,e:6,0.058,188.211,90.659,20.309,1.895,--undefined--,195.894,91.367,61.490,0.427,7.018,-20.853
mono_M-A_left_0285,M,7,g@,0.110,0,0,204.496,92.109,9.670,0.821,208.819,92.474,56.535,@,0.033,204.496,92.109,9.670,0.821,--undefined--,208.819,92.474,61.141,3.066,7.681,-29.359
mono_M-A_left_0285,M,8,Spant,0.367,1,0,204.261,92.043,56.802,5.085,223.293,93.636,59.686,a,0.080,204.706,92.029,56.802,5.085,--undefined--,223.293,93.636,64.260,4.012,6.956,-16.478
mono_M-A_left_0355,M,1,IC,0.110,0,1,226.511,93.872,25.009,1.953,234.513,94.483,59.195,I,0.050,229.519,94.109,8.749,0.658,--undefined--,234.513,94.483,63.583,2.649,6.829,-35.537
mono_M-A_left_0355,M,2,fant,0.208,0,0,251.235,95.662,47.612,3.214,281.042,97.616,70.450,a,0.090,252.558,95.747,38.755,2.569,--undefined--,281.042,97.616,71.502,0.661,16.431,-14.846
mono_M-A_left_0355,M,3,Su:l,0.192,0,0,276.804,97.340,44.503,2.838,294.316,98.415,71.478,u:,0.070,283.064,97.737,16.536,1.001,--undefined--,294.316,98.415,73.063,14.303,13.813,-23.437
mono_M-A_left_0355,M,4,SpO6t,0.244,0,0,225.587,93.792,46.423,3.545,250.639,95.634,69.326,O6,0.061,224.635,93.737,5.606,0.431,--undefined--,228.215,94.011,73.646,-5.423,15.565,-17.411
mono_M-A_left_0355,M,5,I,0.069,0,0,212.421,92.764,28.284,2.218,234.368,94.463,67.094,I,0.069,212.421,92.764,28.284,2.218,1.003,234.368,94.463,67.094,-6.967,12.914,-18.280
mono_M-A_left_0355,M,6,m6,0.116,0,0,236.994,94.664,8.111,0.593,240.656,94.930,67.733,6,0.072,236.628,94.638,5.415,0.396,-0.156,239.478,94.845,68.104,5.011,16.667,-20.164
mono_M-A_left_0355,M,7,n,0.070,0,0,230.890,94.206,24.738,1.909,236.898,94.657,68.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_M-A_left_0355,M,8,bIs,0.167,0,0,222.301,93.510,54.794,4.384,244.936,95.236,64.243,I,0.070,228.853,94.038,34.410,2.621,2.579,244.936,95.236,67.410,1.595,14.337,-32.219
mono_M-A_left_0355,M,9,C@n,0.303,0,0,222.681,93.530,98.840,7.127,292.804,98.326,64.782,@,0.090,235.125,94.470,76.295,5.226,-4.744,292.804,98.326,68.333,-1.422,16.366,-24.109
mono_M-A_left_0355,M,10,do:f,0.320,1,0,231.700,94.223,63.088,4.642,268.248,96.809,66.354,o:,0.180,229.489,94.060,56.162,4.067,-0.575,268.248,96.809,68.291,-8.875,18.688,-39.024
mono_M-A_left_0489,M,1,a:,0.160,0,1,195.225,91.293,34.806,3.138,210.748,92.646,64.029,a:,0.160,195.225,91.293,34.806,3.138,--undefined--,210.748,92.646,64.029,--undefined--,12.451,-10.282
mono_M-A_left_0489,M,2,b6,0.160,0,0,202.803,91.962,17.365,1.473,212.937,92.811,65.124,6,0.114,205.420,92.186,14.850,1.252,1.075,212.937,92.811,65.831,-0.913,19.777,-23.411
mono_M-A_left_0489,M,3,s,0.088,0,0,211.266,92.674,6.353,0.520,214.800,92.963,54.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_M-A_left_0489,M,4,maxt,0.192,0,0,224.936,93.738,59.345,4.282,270.799,96.973,63.083,a,0.074,218.485,93.253,13.807,1.095,0.501,225.262,93.786,64.639,2.780,20.148,-12.469
mono_M-A_left_0489,M,5,aIn,0.154,0,0,257.233,94.913,336.168,17.035,536.863,108.821,63.225,aI,0.120,304.602,97.217,336.168,17.035,--undefined--,536.863,108.821,63.181,--undefined--,11.924,-14.933
mono_M-A_left_0489,M,6,fax,0.136,0,0,218.640,93.236,37.514,2.983,237.018,94.666,55.114,a,0.040,226.848,93.891,30.387,2.375,-1.395,237.018,94.666,58.241,12.978,10.761,-31.540
mono_M-A_left_0489,M,7,kaI,0.180,0,0,212.625,92.744,53.347,4.224,246.572,95.354,60.632,aI,0.100,212.625,92.744,53.347,4.224,--undefined--,246.572,95.354,63.141,3.766,16.664,-20.866
mono_M-A_left_0489,M,8,n,0.090,0,0,204.821,92.136,14.530,1.217,214.036,92.901,60.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_M-A_left_0489,M,9,Spa:s,0.510,1,0,213.414,92.841,31.154,2.595,224.959,93.776,61.310,a:,0.210,213.078,92.805,31.154,2.595,--undefined--,224.959,93.776,64.530,--undefined--,10.217,-13.965
mono_M-A_left_0613,M,1,C,0.076,0,1,270.787,96.972,0.784,0.050,271.468,97.015,53.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_M-A_left_0613,M,2,maIn,0.148,0,0,211.835,92.675,74.696,5.455,276.648,97.350,62.778,aI,0.067,203.698,92.042,10.137,0.848,-0.539,212.089,92.743,63.691,0.039,18.679,-14.585
mono_M-A_left_0613,M,3,kla:6,0.170,0,0,209.765,92.521,50.497,4.041,242.758,95.084,69.266,a:6,0.114,208.523,92.427,45.509,3.597,-3.549,242.758,95.084,70.899,-0.123,23.381,-9.930
mono_M-A_left_0613,M,4,ds,0.116,0,0,209.827,92.555,15.010,1.256,214.476,92.936,64.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_M-A_left_0613,M,5,gi:pts,0.244,0,0,213.872,92.844,60.383,4.576,262.056,96.447,57.367,i:,0.070,219.438,93.278,56.090,4.212,--undefined--,262.056,96.447,61.643,4.227,10.436,-31.878
mono_M-A_left_0613,M,6,I,0.089,0,0,228.634,94.038,15.687,1.211,232.230,94.313,61.756,I,0.089,228.634,94.038,15.687,1.211,--undefined--,232.230,94.313,61.756,-1.008,5.965,-23.990
mono_M-A_left_0613,M,7,m6,0.096,0,0,228.086,93.997,16.230,1.249,233.212,94.386,67.199,6,0.064,225.689,93.815,15.286,1.179,-1.042,232.269,94.316,67.688,-0.529,18.918,-19.197
mono_M-A_left_0613,M,8,baIm,0.200,0,0,207.205,92.336,16.960,1.409,216.983,93.137,64.420,aI,0.080,207.913,92.395,14.125,1.178,-0.684,214.745,92.958,66.709,0.539,16.240,-21.776
mono_M-A_left_0613,M,9,SpO6t,0.420,1,0,212.671,92.750,60.431,4.710,254.737,95.936,58.782,O6,0.150,222.012,93.486,56.502,4.363,--undefined--,254.737,95.936,62.593,--undefined--,10.001,-18.218
mono_M-A_left_0633,M,1,das,0.220,0,1,207.013,92.280,70.266,5.569,255.466,95.964,59.993,a,0.090,201.278,91.828,24.491,2.086,1.212,215.734,93.037,62.605,-1.138,18.667,-30.001
mono_M-A_left_0633,M,2,Ist,0.110,0,0,208.039,92.398,20.784,1.713,220.628,93.426,53.151,I,0.051,209.091,92.486,20.784,1.713,-1.045,220.628,93.426,55.250,17.635,6.622,-35.633
mono_M-A_left_0633,M,3,aUs,0.250,0,0,208.980,92.299,147.134,10.978,313.332,99.499,65.093,aU,0.190,210.406,92.401,147.134,10.978,--undefined--,313.332,99.499,66.146,-0.739,7.009,-15.786
mono_M-A_left_0633,M,4,zICts,0.179,0,0,209.601,92.530,16.795,1.388,218.032,93.221,50.068,I,0.030,212.068,92.734,16.510,1.363,--undefined--,218.032,93.221,53.726,15.969,6.013,-34.817
mono_M-A_left_0633,M,5,lo:s,0.171,0,0,213.192,92.797,54.054,4.164,252.814,95.783,61.318,o:,0.080,208.760,92.451,38.335,3.052,-0.465,237.095,94.672,63.832,-2.197,19.416,-25.860
mono_M-A_left_0633,M,6,je:,0.078,0,0,220.543,93.360,55.672,4.213,258.218,96.158,60.884,e:,0.048,218.599,93.214,55.672,4.213,-4.030,258.218,96.158,62.545,3.299,10.879,-31.731
mono_M-A_left_0633,M,7,man,0.093,0,0,201.177,91.827,5.603,0.484,203.121,91.994,63.118,a,0.025,200.095,91.734,4.545,0.393,0.341,202.464,91.938,62.950,1.615,15.219,-23.547
mono_M-A_left_0633,M,8,dn,0.039,0,0,203.752,92.040,21.094,1.806,213.323,92.852,60.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_M-A_left_0633,M,9,tsu:,0.120,0,0,193.761,91.176,7.159,0.634,198.700,91.613,47.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_M-A_left_0633,M,10,fIn,0.254,0,0,251.120,95.484,118.147,8.320,309.637,99.300,59.378,I,0.069,219.199,93.261,71.961,5.536,-5.234,263.451,96.516,63.523,-0.898,20.640,-23.209
mono_M-A_left_0633,M,11,n,0.085,1,0,216.322,93.065,54.554,4.042,261.519,96.361,60.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_M-A_left_0769,M,1,a:m,0.330,0,1,209.116,92.459,110.880,8.858,276.489,97.321,69.969,a:,0.180,216.451,93.078,67.230,4.811,-2.694,276.489,97.321,71.963,1.314,19.871,-12.737
mono_M-A_left_0769,M,2,ja:,0.253,0,0,205.770,92.205,48.819,4.445,215.644,93.030,71.332,a:,0.173,206.282,92.259,15.331,1.280,-0.483,215.194,92.994,72.500,-0.098,19.296,-13.830
mono_M-A_left_0769,M,3,y:,0.045,0,0,208.835,92.472,16.063,1.370,211.955,92.731,69.724,y:,0.045,208.835,92.472,16.063,1.370,-0.779,211.955,92.731,69.724,-4.822,17.518,-24.602
mono_M-A_left_0769,M,4,b6,0.282,0,0,199.061,91.630,49.494,4.137,232.773,94.355,66.970,6,0.215,200.435,91.754,42.470,3.489,-2.455,232.773,94.355,67.939,2.918,15.769,-19.656
mono_M-A_left_0769,M,5,zo:n,0.170,0,0,197.964,91.532,39.350,3.321,225.442,93.799,60.713,o:,0.040,205.210,92.155,28.835,2.371,-1.840,225.294,93.788,63.703,1.138,12.114,-24.959
mono_M-A_left_0769,M,6,RaI,0.200,0,0,203.257,91.986,40.997,3.599,218.409,93.251,68.347,aI,0.160,205.115,92.152,23.038,1.930,--undefined--,218.409,93.251,69.287,0.070,19.000,-15.183
mono_M-A_left_0769,M,7,z@,0.110,0,0,211.052,92.654,12.118,1.000,215.876,93.049,68.303,@,0.060,214.093,92.905,6.161,0.504,-0.029,215.876,93.049,69.760,-2.307,17.072,-32.588
mono_M-A_left_0769,M,8,di:nst,0.510,1,0,215.330,92.979,58.335,4.714,244.874,95.234,61.249,i:,0.127,218.570,93.257,29.557,2.231,-2.034,244.874,95.234,64.982,1.979,16.923,-32.352
mono_M-A_left_1187,M,1,i:,0.107,0,1,222.158,93.511,58.634,4.447,258.416,96.163,69.071,i:,0.107,222.158,93.511,58.634,4.447,--undefined--,258.416,96.163,69.071,11.307,7.850,-28.085
mono_M-A_left_1187,M,2,R@,0.105,0,0,229.895,94.121,42.256,3.344,240.735,94.936,72.616,@,0.080,231.358,94.228,42.256,3.344,-1.684,240.735,94.936,72.644,0.985,16.517,-30.464
mono_M-A_left_1187,M,3,Sy:,0.168,0,0,253.830,95.802,73.903,5.565,268.852,96.849,70.106,y:,0.080,258.662,96.172,38.094,2.648,--undefined--,268.852,96.849,73.207,17.539,14.626,-30.619
mono_M-A_left_1187,M,4,l6,0.100,0,0,245.791,95.289,27.432,1.952,256.838,96.057,74.512,6,0.064,244.215,95.180,20.170,1.416,-1.088,256.838,96.057,74.793,4.073,17.778,-18.911
mono_M-A_left_1187,M,5,ha,0.080,0,0,228.407,94.006,35.645,2.792,239.303,94.832,70.243,a,0.050,224.852,93.728,35.645,2.792,-2.451,239.303,94.832,70.186,4.624,15.382,-18.272
mono_M-A_left_1187,M,6,bm,0.079,0,0,215.492,93.016,13.907,1.144,217.435,93.173,65.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_M-A_left_1187,M,7,gants,0.169,0,0,216.869,93.118,30.897,2.476,231.874,94.286,66.793,a,0.058,214.987,92.975,12.551,1.006,0.743,222.311,93.558,69.683,1.832,18.555,-17.853
mono_M-A_left_1187,M,8,Oft,0.205,0,0,197.961,91.466,56.737,5.213,218.211,93.235,66.581,O,0.102,197.166,91.392,56.737,5.213,5.031,218.211,93.235,69.547,-3.238,15.353,-22.391
mono_M-A_left_1187,M,9,ti:,0.111,0,0,266.373,96.681,33.752,2.194,283.575,97.772,75.192,i:,0.079,266.861,96.715,21.972,1.397,-1.183,283.575,97.772,76.438,17.979,18.151,-28.664
mono_M-A_left_1187,M,10,S96ts,0.276,1,0,234.460,94.422,88.131,6.196,292.851,98.328,68.368,9,0.087,236.003,94.538,87.820,6.172,-3.251,292.851,98.328,71.948,-2.096,18.207,-22.840
mono_M-A_left_1240,M,1,di:,0.343,0,1,213.086,92.785,92.571,7.324,268.204,96.806,64.312,i:,0.264,212.837,92.766,92.571,7.324,--undefined--,268.204,96.806,65.020,-2.281,14.829,-22.796
mono_M-A_left_1240,M,2,In,0.127,0,0,199.550,91.679,33.105,2.948,211.803,92.724,60.696,I,0.057,195.231,91.295,22.887,2.086,--undefined--,201.586,91.863,61.914,-2.925,8.068,-20.444
mono_M-A_left_1240,M,3,@m,0.090,0,0,190.827,90.906,23.996,2.200,201.069,91.819,62.533,@,0.060,193.624,91.162,12.594,1.120,-0.925,201.069,91.819,63.425,-2.958,15.147,-17.256
mono_M-A_left_1240,M,4,al,0.180,0,0,209.304,92.471,51.713,4.267,236.742,94.646,66.816,a,0.150,202.141,91.884,35.466,3.036,--undefined--,220.496,93.415,66.380,0.462,9.053,-10.954
mono_M-A_left_1240,M,5,tm,0.120,0,0,266.806,96.703,46.305,3.094,283.048,97.740,66.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_M-A_left_1240,M,6,haIm,0.220,0,0,264.426,96.552,27.033,1.766,278.688,97.470,68.971,aI,0.091,259.253,96.216,13.441,0.895,-0.585,266.808,96.716,68.510,10.204,17.932,-19.710
mono_M-A_left_1240,M,7,g@,0.080,0,0,255.118,95.935,21.043,1.426,265.437,96.627,67.763,@,0.050,253.939,95.857,20.807,1.413,-0.924,265.437,96.627,68.695,-1.841,14.311,-27.804
mono_M-A_left_1240,M,8,vo:nt,0.260,0,0,255.944,95.972,41.622,2.818,277.124,97.373,67.449,o:,0.120,252.324,95.745,21.819,1.494,1.330,263.883,96.525,68.298,-8.908,15.611,-21.927
mono_M-A_left_1240,M,9,ham,0.230,1,0,252.725,95.752,54.046,3.587,288.790,98.087,66.519,a,0.110,254.748,95.876,52.469,3.471,-1.367,288.790,98.087,67.197,4.618,18.030,-14.160
